,predicted_demand,signal,demand_percentile,renewable_share,residual_load,confidence,position_size
2023-07-25,4727.205400467558,0,0.8108108108108109,0.21203220238040008,3724.885628301901,0.0,500.0
2023-07-26,4839.581898520538,0,0.8594594594594595,0.2959289701559725,3407.4094113058686,0.0,500.0
2023-07-27,4563.236109631561,0,0.6756756756756757,0.22949015499259898,3516.01834756439,0.0,500.0
2023-07-28,4385.530823637107,0,0.5351351351351351,0.20326599507584717,3494.1015368347103,0.0,500.0
2023-07-29,5095.478069040042,0,0.9459459459459459,0.25680877002903935,3786.9146134199245,0.0,500.0
2023-07-30,4658.271408630176,0,0.7837837837837838,0.10593909808440423,4164.778336967527,0.0,500.0
2023-07-31,4990.503065102665,0,0.8918918918918919,0.22947352416205027,3845.3147394120424,0.0,500.0
2023-08-01,4997.006019244498,0,0.9081081081081082,0.2574721941526862,3710.4159152754373,0.0,500.0
2023-08-02,4759.201558550655,0,0.8162162162162162,0.14627459955652694,4063.0512563648595,0.0,500.0
2023-08-03,4290.718638320816,0,0.4540540540540541,0.27870505277519586,3094.873673784097,0.0,500.0
2023-08-04,4328.585422282174,0,0.4918918918918919,0.23979368194079603,3290.617986277876,0.0,500.0
2023-08-05,4065.645073811424,0,0.22702702702702704,0.20349364852229374,3238.312124144847,0.0,500.0
2023-08-06,4393.047016241818,0,0.5405405405405406,0.2573235802291386,3262.6124299075386,0.0,500.0
2023-08-07,4563.70446727026,0,0.6810810810810811,0.34068240989000775,3008.9306313348334,0.0,500.0
2023-08-08,4721.067949239338,0,0.8054054054054054,0.2377407635966826,3598.6776499953535,0.0,500.0
2023-08-09,4991.472771845049,0,0.9027027027027027,0.24259412338206207,3780.5708103738675,0.0,500.0
2023-08-10,3881.097239783051,0,0.10810810810810811,0.208786196648409,3070.7777082661096,0.0,500.0
2023-08-11,4216.010849824521,0,0.3567567567567568,0.19086820948071637,3411.308407767241,0.0,500.0
2023-08-12,3800.852667785097,0,0.0918918918918919,0.27651796793218836,2749.848611679525,0.0,500.0
2023-08-13,4250.457269633025,0,0.3837837837837838,0.19387181159365455,3426.413418667852,0.0,500.0
2023-08-14,4784.275699920346,0,0.827027027027027,0.24196272088026552,3626.6593341262824,0.0,500.0
2023-08-15,4624.560967996626,0,0.7567567567567568,0.21624301691970726,3624.5319523479134,0.0,500.0
2023-08-16,4221.334939262437,0,0.3621621621621622,0.2658489188542403,3099.097609537888,0.0,500.0
2023-08-17,4021.1905263055637,0,0.17297297297297298,0.26038910352467837,2974.1163300589283,0.0,500.0
2023-08-18,4125.764262456428,0,0.2648648648648649,0.2974205633733641,2898.677131170945,0.0,500.0
2023-08-19,3889.8196748296778,0,0.11351351351351352,0.22191126681357104,3026.624863111871,0.0,500.0
2023-08-20,4302.0697070678,0,0.4702702702702703,0.23581725960020175,3287.5674181380286,0.0,500.0
2023-08-21,4490.996985189162,0,0.5945945945945946,0.20230157650617728,3582.461215000905,0.0,500.0
2023-08-22,4398.269691342842,0,0.5513513513513514,0.2309831200117619,3382.343635383303,0.0,500.0
2023-08-23,4784.069898233291,0,0.8216216216216217,0.27404951297414026,3472.9978725882124,0.0,500.0
2023-08-24,4210.96882764962,0,0.34594594594594597,0.2950487203428921,2968.527863647791,0.0,500.0
2023-08-25,3506.3102452313165,0,0.021621621621621623,0.2131333233437913,2758.998689990782,0.0,500.0
2023-08-26,3996.2614718925292,0,0.15135135135135136,0.3047910792757462,2778.236624806323,0.0,500.0
2023-08-27,4051.1046556004003,0,0.21621621621621623,0.33118815045748834,2709.4267974023837,0.0,500.0
2023-08-28,4578.681912975739,0,0.6864864864864865,0.28619913651994716,3268.2671030825823,0.0,500.0
2023-08-29,4298.048746549373,0,0.4648648648648649,0.3615133468851953,2744.246759108591,0.0,500.0
2023-08-30,4261.968776088821,0,0.41621621621621624,0.23115465630267457,3276.794848479279,0.0,500.0
2023-08-31,4116.510164310996,0,0.25405405405405407,0.20980569301110177,3252.8428965004828,0.0,500.0
2023-09-01,4017.530537129566,0,0.16756756756756758,0.18531982934655805,3273.0024635941286,0.0,500.0
2023-09-02,3653.6849551391124,0,0.04864864864864865,0.3512979156101002,2370.15304610276,0.0,500.0
2023-09-03,4053.0875488582697,0,0.22162162162162163,0.31147562200764534,2790.6495835261976,0.0,500.0
2023-09-04,4251.503059878721,0,0.3891891891891892,0.2782608555366615,3068.476181120134,0.0,500.0
2023-09-05,4265.973236404896,0,0.42162162162162165,0.29734170460029896,2997.52148251301,0.0,500.0
2023-09-06,4579.900167466805,0,0.6918918918918919,0.22939175694820854,3529.3088214042,0.0,500.0
2023-09-07,4040.2265903627117,0,0.20540540540540542,0.4102958078134056,2382.5385577206416,0.0,500.0
2023-09-08,3537.761209419052,0,0.032432432432432434,0.2968296369563779,2487.6488339888388,0.0,500.0
2023-09-09,4024.732222477452,0,0.1783783783783784,0.2982163566902459,2824.4912424363906,0.0,500.0
2023-09-10,4493.707308364545,0,0.6,0.33142995267034414,3004.358107838904,0.0,500.0
2023-09-11,4504.16115055521,0,0.6216216216216216,0.3216033432991514,3055.607865778502,0.0,500.0
2023-09-12,4045.843237073324,0,0.21081081081081082,0.3111738843762285,2786.8824814159234,0.0,500.0
2023-09-13,4084.9567271498463,0,0.23783783783783785,0.26289758393936846,3011.0314730852815,0.0,500.0
2023-09-14,4169.536111471614,0,0.31351351351351353,0.3284504467114496,2800.0501130792422,0.0,500.0
2023-09-15,3607.2699162344015,0,0.03783783783783784,0.4014473467316011,2159.140979417376,0.0,500.0
2023-09-16,3890.7438923246837,0,0.11891891891891893,0.3770988565334226,2423.5488194646477,0.0,500.0
2023-09-17,4186.989027661794,0,0.32432432432432434,0.39198082174924687,2545.769627943844,0.0,500.0
2023-09-18,4077.045153795729,0,0.23243243243243245,0.2892655077428792,2897.6966172923626,0.0,500.0
2023-09-19,4304.56275180982,0,0.4756756756756757,0.2678612744275911,3151.537087256503,0.0,500.0
2023-09-20,3502.297962075962,0,0.016216216216216217,0.31357707072542224,2404.057626320566,0.0,500.0
2023-09-21,3682.0307980178927,0,0.05945945945945946,0.3251864928657827,2484.684116186655,0.0,500.0
2023-09-22,3671.059846102991,0,0.05405405405405406,0.37965183209822945,2277.3352497877463,0.0,500.0
2023-09-23,3527.216328634278,0,0.02702702702702703,0.24286845876256113,2670.5667351767315,0.0,500.0
2023-09-24,4335.368196792873,0,0.4972972972972973,0.4065253099929012,2572.9312966582856,0.0,500.0
2023-09-25,3955.264319880868,0,0.13513513513513514,0.3247094151317254,2670.9527558809696,0.0,500.0
2023-09-26,4209.364165214453,0,0.34054054054054056,0.31383292569269816,2888.3270939391996,0.0,500.0
2023-09-27,4159.65433543832,0,0.2918918918918919,0.28714332193742814,2965.2373714491355,0.0,500.0
2023-09-28,4160.17237521257,0,0.2972972972972973,0.257580898989314,3088.5914348548063,0.0,500.0
2023-09-29,3421.4694805245335,0,0.010810810810810811,0.38406032094973086,2107.4188137145725,0.0,500.0
2023-09-30,3998.5370250032292,0,0.15675675675675677,0.3491478526323839,2602.456409052271,0.0,500.0
2023-10-01,4002.129953549183,0,0.16216216216216217,0.28356541060169593,2867.2643299896627,0.0,500.0
2023-10-02,4038.2569747946295,0,0.2,0.28589159214125576,2883.7532587950623,0.0,500.0
2023-10-03,4385.13056652731,0,0.5297297297297298,0.33643817965092687,2909.8052211932245,0.0,500.0
2023-10-04,4170.72704961028,0,0.31891891891891894,0.43925941839829574,2338.6959115004283,0.0,500.0
2023-10-05,3751.3560816774143,0,0.08108108108108109,0.34540798094691016,2455.6077516923065,0.0,500.0
2023-10-06,3724.157070235303,0,0.07567567567567568,0.2858071218288063,2659.7664567529514,0.0,500.0
2023-10-07,3692.468839740059,0,0.06486486486486487,0.3512505883003588,2395.48698750062,0.0,500.0
2023-10-08,4028.4855621562947,0,0.1891891891891892,0.3524710235122409,2608.56113285878,0.0,500.0
2023-10-09,4374.753370226683,0,0.5243243243243243,0.2338275574359397,3351.815475281933,0.0,500.0
2023-10-10,4619.749241796267,0,0.7351351351351352,0.3685163009566658,2917.2963398621446,0.0,500.0
2023-10-11,3895.252579575912,0,0.12432432432432433,0.36223718125503623,2484.247264873925,0.0,500.0
2023-10-12,4311.967736443897,0,0.4810810810810811,0.4111400418038851,2539.1451410253494,0.0,500.0
2023-10-13,3335.797596169343,0,0.005405405405405406,0.4713155420428917,1763.5843439854139,0.0,500.0
2023-10-14,3757.2451947468185,0,0.08648648648648649,0.4377254483718451,2112.6033572333067,0.0,500.0
2023-10-15,4143.562986124485,0,0.2864864864864865,0.37047291829850165,2608.4851145012935,0.0,500.0
2023-10-16,4320.683896435907,0,0.4864864864864865,0.33110116287730684,2890.100433900725,0.0,500.0
2023-10-17,4202.1985320355725,0,0.33513513513513515,0.5175947597229629,2027.162592538433,0.0,500.0
2023-10-18,4127.410887791519,0,0.2702702702702703,0.3943754676653447,2499.661288671703,0.0,500.0
2023-10-19,3814.999864741061,0,0.10270270270270271,0.39458651494064945,2309.6523636138368,0.0,500.0
2023-10-20,3638.5921586614595,0,0.043243243243243246,0.3951462948007419,2200.8159488753504,0.0,500.0
2023-10-21,3989.77458723665,0,0.14054054054054055,0.40870555074518966,2359.131567210933,0.0,500.0
2023-10-22,4131.547039251115,0,0.2756756756756757,0.39401759477898124,2503.6448121291696,0.0,500.0
2023-10-23,4162.130296865358,0,0.3081081081081081,0.37497163548095697,2601.449492364914,0.0,500.0
2023-10-24,4544.856665162001,0,0.6486486486486487,0.37871501015655074,2823.6512270551066,0.0,500.0
2023-10-25,4270.6537381939515,0,0.42702702702702705,0.4068069039188182,2533.322313249943,0.0,500.0
2023-10-26,4118.279313847197,0,0.2594594594594595,0.3836426206973113,2538.331845119333,0.0,500.0
2023-10-27,3926.4335819275393,0,0.12972972972972974,0.37752284148555515,2444.1152191739484,0.0,500.0
2023-10-28,3700.0206834229257,0,0.07027027027027027,0.4208191961780044,2142.9809535829,0.0,500.0
2023-10-29,3995.9824455010516,0,0.14594594594594595,0.40506196971880276,2377.3619251646373,0.0,500.0
2023-10-30,4499.940655821699,0,0.6108108108108108,0.4953035320028347,2271.104155190059,0.0,500.0
2023-10-31,4538.660721597,0,0.6432432432432432,0.289827670844532,3223.2312559029783,0.0,500.0
2023-11-01,4258.528448212843,0,0.41081081081081083,0.4792023359322001,2217.831668195521,0.0,500.0
2023-11-02,4034.5363966506834,0,0.1945945945945946,0.48915997144414497,2061.0026880746714,0.0,500.0
2023-11-03,4113.237513975611,0,0.24864864864864866,0.32539214467594835,2774.822337741521,0.0,500.0
2023-11-04,3806.5178718579464,0,0.0972972972972973,0.4141097933943797,2230.2015423908383,0.0,500.0
2023-11-05,4278.248849868205,0,0.43783783783783786,0.41483057219876707,2503.5004314686603,0.0,500.0
2023-11-06,4372.634360951211,0,0.518918918918919,0.3651607591678769,2775.9198781427226,0.0,500.0
2023-11-07,4437.4030740017415,0,0.5621621621621622,0.3987538916647114,2667.9713293585937,0.0,500.0
2023-11-08,4548.559403958037,0,0.6648648648648648,0.3841983448875959,2801.01040933445,0.0,500.0
2023-11-09,4243.972491305563,0,0.372972972972973,0.5293964823614897,1997.2283831694701,0.0,500.0
2023-11-10,4089.9277024748076,0,0.24324324324324326,0.49059550560515985,2083.4275533906293,0.0,500.0
2023-11-11,4257.131489806514,0,0.4,0.5093901680574369,2088.590564771367,0.0,500.0
2023-11-12,4245.8949598479885,0,0.3783783783783784,0.4838684525839686,2191.4403357922706,0.0,500.0
2023-11-13,4623.96795130285,0,0.7513513513513513,0.3932757211337815,2805.4736207547276,0.0,500.0
2023-11-14,4495.007999371872,0,0.6054054054054054,0.4254162050430146,2582.758754641097,0.0,500.0
2023-11-15,4471.354353937042,0,0.5837837837837838,0.4779947362978416,2334.0705086327,0.0,500.0
2023-11-16,4132.14964510943,0,0.2810810810810811,0.3942727306807762,2502.9557209505347,0.0,500.0
2023-11-17,4027.4624922923504,0,0.1837837837837838,0.4928509294150635,2042.5238597817577,0.0,500.0
2023-11-18,4197.429193123308,0,0.32972972972972975,0.446974858807378,2321.2838721730513,0.0,500.0
2023-11-19,4161.912244520353,0,0.3027027027027027,0.44200791272298606,2322.3141003836736,0.0,500.0
2023-11-20,4991.3922816352215,0,0.8972972972972973,0.4980219585908598,2505.5693214399475,0.0,500.0
2023-11-21,4442.645336319628,0,0.572972972972973,0.48637880437341807,2281.8368093853455,0.0,500.0
2023-11-22,4251.8950982875485,0,0.3945945945945946,0.4477751793839206,2348.0020079302285,0.0,500.0
2023-11-23,4479.410304523893,0,0.5891891891891892,0.5254135057197717,2125.867632866724,0.0,500.0
2023-11-24,4257.377295022912,0,0.40540540540540543,0.4149825749628272,2490.639902546028,0.0,500.0
2023-11-25,4295.547831709257,0,0.4594594594594595,0.5013859746221363,2141.8203955717067,0.0,500.0
2023-11-26,4544.868828399058,0,0.654054054054054,0.5017619769246519,2264.4264601983205,0.0,500.0
2023-11-27,4665.398333879903,0,0.7891891891891892,0.4581111288979335,2528.1274363876423,0.0,500.0
2023-11-28,4560.592186189761,0,0.6702702702702703,0.49134001688789125,2319.7907444084994,0.0,500.0
2023-11-29,4607.3208618357085,0,0.7189189189189189,0.41388555178395225,2700.417324689122,0.0,500.0
2023-11-30,4210.986928596764,0,0.35135135135135137,0.5240129791255415,2004.37512308406,0.0,500.0
2023-12-01,4393.874629176899,0,0.5459459459459459,0.4698990455611997,2329.1971346111036,0.0,500.0
2023-12-02,4242.263528799179,0,0.3675675675675676,0.45430225737603963,2314.9936312816685,0.0,500.0
2023-12-03,4356.166720525705,0,0.5135135135135135,0.5341444739969777,2029.344338947363,0.0,500.0
2023-12-04,4706.722005506949,0,0.8,0.4476934087029827,2599.5535870442045,0.0,500.0
2023-12-05,4926.835322769263,0,0.8864864864864865,0.41366472465971055,2888.77734553218,0.0,500.0
2023-12-06,4584.644618624057,0,0.6972972972972973,0.4073937939435874,2716.888853559751,0.0,500.0
2023-12-07,4288.197196539125,0,0.4486486486486487,0.5166231431682073,2072.8152823379874,0.0,500.0
2023-12-08,4354.771079437863,0,0.5081081081081081,0.42335817561527883,2511.1431400248703,0.0,500.0
2023-12-09,4428.780463237727,0,0.5567567567567567,0.5761356414252914,1877.2021903184602,0.0,500.0
2023-12-10,4528.886822035108,0,0.6378378378378379,0.38527474131629,2784.0211232247766,0.0,500.0
2023-12-11,4786.665661440371,0,0.8324324324324325,0.5751280108114741,2033.7201611565813,0.0,500.0
2023-12-12,5001.36546153196,0,0.9135135135135135,0.501748470987058,2491.9379883608176,0.0,500.0
2023-12-13,4519.278591743445,0,0.6324324324324324,0.48721250736789157,2317.429537566087,0.0,500.0
2023-12-14,4283.420898733133,0,0.44324324324324327,0.4656106820191121,2289.0143726990805,0.0,500.0
2023-12-15,4275.350349214359,0,0.43243243243243246,0.5135795839708593,2079.6176955351802,0.0,500.0
2023-12-16,4450.802967383112,0,0.5783783783783784,0.4924646264968799,2258.939946439583,0.0,500.0
2023-12-17,4806.828218003397,0,0.8486486486486486,0.5501922661416176,2162.148507786634,0.0,500.0
2023-12-18,5290.947922124364,0,0.9891891891891892,0.5013763902155445,2638.1915521112146,0.0,500.0
2023-12-19,5242.088785290789,0,0.9837837837837838,0.503774767911673,2601.256724108538,0.0,500.0
2023-12-20,4893.07291587396,0,0.8756756756756757,0.47863040138434443,2551.099462146342,0.0,500.0
2023-12-21,4677.804926840943,0,0.7945945945945946,0.4944715596941467,2364.7634287209385,0.0,500.0
2023-12-22,4335.7226092364135,0,0.5027027027027027,0.513173104458012,2110.746377785771,0.0,500.0
2023-12-23,4607.439107396835,0,0.7243243243243244,0.41269498021672335,2705.972116119941,0.0,500.0
2023-12-24,4804.989500102702,0,0.8432432432432433,0.4311705967145477,2733.2193101362836,0.0,500.0
2023-12-25,5178.885111908674,0,0.9675675675675676,0.5360755130697967,2402.6116184127,0.0,500.0
2023-12-26,5023.93048749665,0,0.9351351351351351,0.5077438948931252,2473.0604541027838,0.0,500.0
2023-12-27,5148.069625846059,0,0.9621621621621622,0.49024555942255715,2624.2513521768833,0.0,500.0
2023-12-28,5107.58023406294,0,0.9513513513513514,0.5005662424492575,2550.897988289955,0.0,500.0
2023-12-29,4634.149929430829,0,0.7675675675675676,0.5171791077113549,2237.4644039271543,0.0,500.0
2023-12-30,4811.371288056632,0,0.8540540540540541,0.4729231260954876,2535.962537702817,0.0,500.0
2023-12-31,5120.815442186375,0,0.9567567567567568,0.46106253961125176,2759.7992695314097,0.0,500.0
